date,open,high,low,close,volume
2018-03-01,136.68398721597035,138.3570771464381,136.28390990407593,137.9933624267578,3450224
2018-03-05,137.48414685443214,137.77511415393022,133.99248376200043,134.97451782226562,5082390
2018-03-06,135.6655789772397,135.95654628852074,134.21072022145162,134.8654022216797,2906142
2018-03-07,134.57444540396867,134.75630276262268,130.06438512928764,132.0284423828125,4482279
2018-03-08,132.39215080749193,132.9013491675824,130.5008299275082,131.04640197753906,3288627
2018-03-09,131.15549557078674,133.0831786371769,130.57354995273084,130.86451721191406,2053847
2018-03-12,131.5919741681068,134.0652407907032,130.20986274642922,133.73789978027344,4161129
2018-03-13,134.32704533137468,135.65264346526115,133.7010762384391,135.21078491210938,2457755
2018-03-14,134.62161997981124,135.5789969704275,132.3754692964617,133.00144958496094,4846612
2018-03-15,133.3696888529185,133.59061252635584,131.63904516288355,132.78053283691406,5145739
2018-03-16,132.780523418443,132.89098524732634,129.68746860033872,130.46072387695312,8194541
2018-03-19,130.865760922354,131.38126815278866,129.72427340246767,130.2397918701172,5782668
2018-03-20,129.90839232616736,130.90259373550043,127.84636327116118,128.21458435058594,3020586
2018-03-21,129.39290202897232,130.57121413252312,127.88319315792816,129.28244018554688,4055822
2018-03-22,130.35027596318446,133.81155223001775,130.01887920394174,131.74951171875,8348549
2018-03-23,129.76110806947693,132.22819383315823,129.7242837135443,130.64483642578125,6884971
2018-03-26,132.15455719658743,132.15455719658743,129.6138337261043,131.74951171875,4169998
2018-03-27,132.96461710406544,133.36966248732185,130.53435604174112,132.26499938964844,3823981
2018-03-28,131.4549145700922,131.82313561930815,129.68745802874153,130.9394073486328,6229049
2018-04-02,131.89681219844283,133.22239926599138,131.38129363082172,132.5227813720703,2235832
2018-04-03,130.86579206923784,131.97045549903535,129.90841484930314,130.718505859375,3552271
2018-04-04,131.45492650117694,131.45492650117694,128.65644402569754,129.1719512939453,3353172
2018-04-05,129.98205327325323,131.0130678978145,129.208786686224,130.68167114257812,5375271
2018-04-06,132.08088314935256,132.08088314935256,129.90837016164087,130.31341552734375,3633964
2018-04-09,130.42390558405913,131.93360295923796,129.83474963322064,131.3812713623047,4046065
2018-04-10,132.11772267033967,133.00146227660218,131.23399430129305,132.70687866210938,5180326
2018-04-11,133.6642461889885,136.53636599237825,132.81734223694707,134.14292907714844,11607043
2018-04-12,134.8793880256454,135.50536840719568,133.2960417483827,133.84837341308594,4277125
2018-04-13,133.8851581295595,135.13710728475493,133.36965097591587,134.40066528320312,3050131
2018-04-16,134.17975284520938,134.2902259062206,132.4122962411801,133.66424560546875,2308502
2018-04-17,133.84837580827062,134.10613508463126,132.04409458539612,133.1487579345703,2721706
2018-04-18,133.33287351572275,134.7321093158358,133.29604915525303,134.10614013671875,3279393
2018-04-19,134.95299869841986,137.16232473441036,133.8483356804246,135.468505859375,5004280
2018-04-20,136.24178924880903,136.24178924880903,133.36966953790923,134.29022216796875,1618027
2018-04-23,135.06350301394596,135.32126229415488,132.1177340388351,133.33287048339844,3930421
2018-04-24,134.10611998216075,134.80573777707303,133.66425019736596,134.5111541748047,4080212
2018-04-25,133.73791381541776,134.3638829702378,131.60222460045813,132.15455627441406,3629856
2018-04-26,132.15455642542688,133.88520016735308,130.57121011983057,133.1487579345703,6742459
2018-04-27,133.259214310412,134.76892307315563,132.22819972167872,133.07510375976562,4687951
2018-04-30,131.45492149815868,133.99564462420943,131.3076353181528,132.96463012695312,3335191
2018-05-02,133.66428999342955,133.66428999342955,132.00729466293248,132.59645080566406,4157973
2018-05-03,132.522759487964,134.29022734818685,132.3386489548501,133.3696746826172,2796713
2018-05-04,133.8851857050703,136.35226017606914,132.2281908602977,132.7436981201172,5325720
2018-05-07,133.4801495718163,135.8735867365523,133.14875282721917,135.4317169189453,4799480
2018-05-08,136.13133355453638,137.08869934311176,132.15453927137895,134.84255981445312,5730645
2018-05-09,135.79995434769148,136.79415593822648,134.1797835503754,134.65847778320312,3075560
2018-05-10,135.8367711018677,139.44534487814542,135.13715321007635,138.63525390625,10328901
2018-05-11,138.8561828382636,139.18757958984375,137.19918784314643,138.08291625976562,4926216
2018-05-14,138.08289898412727,138.81934111204262,136.13133184003763,137.89878845214844,3255344
2018-05-15,139.18759155273438,141.39691840277777,135.65266634522143,139.18759155273438,5877427
2018-05-16,139.15073460375424,139.15073460375424,129.46652534053888,137.12551879882812,8348946
2018-05-17,136.94142677127746,139.48215014961846,136.20498456090522,138.89300537109375,4519306
2018-05-18,139.18756980555744,141.21278576833672,135.94722875999688,136.27862548828125,4488003
2018-05-21,137.30966630454952,138.92983713736544,136.38911341803842,136.79415893554688,3380355
2018-05-22,137.12552601192536,138.81934520349597,135.50535553020296,136.3890838623047,3796268
2018-05-23,135.43170969876326,136.4995598281812,128.36187165447473,129.1719512939453,5590802
2018-05-24,129.31927428948129,129.68749544493286,114.25902004173746,123.50137329101562,34819270
2018-05-25,122.24940923829462,129.7611176789875,119.92962072655097,129.2087860107422,12361678
2018-05-28,128.87742022547206,131.67590359781187,127.92004285635328,129.3192901611328,8087040
2018-05-29,129.76112315667982,130.6448516157344,127.58862075064896,129.28244018554688,11015160
2018-05-30,129.17197542244182,131.45495105611866,127.1835834522298,128.14096069335938,12554659
2018-05-31,130.86577533241154,132.81735388445765,128.91420801758153,131.0130615234375,23822373
2018-06-01,129.6138287623774,129.6138287623774,125.63704532932736,127.55178833007812,9847581
2018-06-04,129.17195673655397,129.17195673655397,125.48974575504198,126.00526428222656,5294603
2018-06-05,125.56339590239116,126.88899411830542,124.60601878883,126.0789031982422,5918946
2018-06-06,126.11573268259632,126.8521749172392,125.04789368980744,125.4161148071289,3331408
2018-06-07,125.26883263486998,127.9568423828458,125.26883263486998,127.1467514038086,5086661
2018-06-08,128.14093305959457,128.80372649432704,126.74169748084144,127.91999816894533,4323567
2018-06-11,128.17777418516602,128.36188474526045,127.03628646513737,127.6254425048828,3192749
2018-06-12,127.29402345219604,129.319239258575,125.78431487636148,126.2261734008789,4564556
2018-06-13,125.7843465144472,126.66807502297794,124.16417570927126,125.1951904296875,5321172
2018-06-14,124.82695736304944,125.78433450472264,122.98585179722276,124.09051513671876,4188442
2018-06-15,122.54398587081783,123.9432328877564,121.18157445102928,121.84436798095705,7589493
2018-06-18,121.43932273344792,123.2804283615306,120.22419751380012,121.21839904785156,4390244
2018-06-19,121.80754311498788,122.8385690027462,120.4083073410792,121.36568450927734,4413184
2018-06-20,121.51296729865712,121.51296729865712,119.41410245952096,119.85597229003906,5768211
2018-06-21,120.55559413569802,120.55559413569802,116.54198611870572,117.60982513427734,12638114
