date,open,high,low,close,volume,dividends,stock splits
2018-02-12,98.42068125165608,100.0669930133644,97.7406860019616,98.3490982055664,3348659,0.0,0.0
2018-02-14,99.85224296788428,99.99539812106502,95.30699313063847,95.66488647460938,4105258,0.0,0.0
2018-02-15,96.91751707662743,97.63330379335892,95.59331820389733,96.55962371826172,2582992,0.0,0.0
2018-02-16,97.2754042777314,97.99119094915558,93.48174365681348,93.91120910644533,3921831,0.0,0.0
2018-02-19,94.05437315693604,94.48384956924816,90.79754677036529,91.90701293945312,4694076,0.0,0.0
2018-02-20,92.33648184297272,95.16383704833056,92.08595213582387,93.69647216796876,4478809,0.0,0.0
2018-02-21,94.16174720713738,94.48384905359416,91.54912453125458,92.30069732666016,3802685,0.0,0.0
2018-02-22,92.3364938845268,92.55123210122429,90.18913356163084,90.6543960571289,11223281,0.0,0.0
2018-02-23,91.5491227885264,94.01859025475731,90.94070516734578,93.15963745117188,3376900,0.0,0.0
2018-02-26,94.30490468783309,95.19963812889412,93.58911793498424,94.3764877319336,2781877,0.0,0.0
2018-02-27,94.6985795846406,95.05647292326582,93.41016138118223,93.83963775634766,2128975,0.0,0.0
2018-02-28,93.51753491533898,93.51753491533898,92.3364911416452,92.58702087402344,2830706,0.0,0.0
2018-03-01,92.33648660244432,95.056478314676,92.33648660244432,93.5533218383789,3679563,0.0,0.0
2018-03-05,93.01649329267718,93.01649329267718,87.32599036709803,87.97019958496094,8438407,0.0,0.0
2018-03-06,88.8291415680982,90.29650670539591,87.68388377024188,87.97019958496094,3463892,0.0,0.0
2018-03-07,87.39755034337601,89.15123094199527,85.930190962797,88.65017700195312,7349136,0.0,0.0
2018-03-08,89.25860724730713,89.54492304498568,87.11124695624743,88.79335021972656,2700483,0.0,0.0
2018-03-09,88.75754541789773,89.36596298380053,86.93228725917054,87.25439453125,2082157,0.0,0.0
2018-03-12,88.0417656176018,89.00807658705456,87.29018738523898,88.57860565185547,3630215,0.0,0.0
2018-03-13,88.07756067612681,89.36597353348584,87.71966730557939,88.90071105957031,2637163,0.0,0.0
2018-03-14,88.90070358358007,90.29649088794972,87.5049217402294,89.18701934814453,3384746,0.0,0.0
2018-03-15,89.47333855053783,90.01017858184106,88.57860516503246,88.9722900390625,2917365,0.0,0.0
2018-03-16,89.294397970714,91.26281155323476,88.7575579027538,90.40386962890624,5286921,0.0,0.0
2018-03-19,88.04176954323741,88.04176954323741,83.74704907771364,84.3912582397461,9711235,0.0,0.0
2018-03-20,83.10284141138445,85.75125568940254,82.92389472210023,84.74915313720703,2813896,0.0,0.0
2018-03-21,84.92808070258792,86.96807140886378,84.8207116209906,86.57438659667969,9434073,0.0,0.0
2018-03-22,86.39545314920746,87.68387140321337,85.60808886554571,86.61019134521484,3767362,0.0,0.0
2018-03-23,84.42704354897008,86.43124859945209,83.49652406633297,86.00177764892578,4778409,0.0,0.0
2018-03-26,90.56725743725424,92.2004352239151,89.1567826231112,90.6786117553711,9642269,4.3,0.0
2018-03-27,94.06414949168963,94.06414949168963,92.33290747650516,93.52554321289062,4392697,4.3,0.0
2018-03-28,92.48678921705704,93.17928716657724,90.83249606089554,91.21721649169922,7342009,0.0,0.0
2018-04-02,91.17874953024356,91.17874953024356,90.37083421157509,90.6786117553711,1787203,0.0,0.0
2018-04-03,90.02457970945129,91.48651850273818,90.02457970945129,91.25568389892578,1236568,0.0,0.0
2018-04-04,91.87123500645528,92.5637329179588,88.90888902596706,89.17819213867188,3147593,0.0,0.0
2018-04-05,90.3323656875808,91.02486369352977,89.98611374942215,90.6786117553711,2459077,0.0,0.0
2018-04-06,90.71708446320416,91.7943029112794,90.10152938705598,91.52499389648438,2428222,0.0,0.0
2018-04-09,91.75582933118288,92.6022131656149,91.37110887277122,91.67888641357422,1422472,0.0,0.0
2018-04-10,92.79456724073904,95.2183071420652,92.56373850322146,94.98747253417967,5338886,0.0,0.0
2018-04-11,95.21830939815564,95.41066961916204,93.2947071880919,93.7563705444336,2481405,0.0,0.0
2018-04-12,93.10234785642048,94.44886941632735,92.44832427282502,93.17929077148438,2144330,0.0,0.0
2018-04-13,93.2562315634137,95.564554184987,93.2562315634137,95.25678253173828,2714193,0.0,0.0
2018-04-16,95.41066619421024,96.3724672647164,94.71816824937224,95.75691223144533,3418899,0.0,0.0
2018-04-17,96.06469869026952,96.29553331682538,95.02595461150489,95.83386993408205,2098448,0.0,0.0
2018-04-18,96.29552660088652,96.56482973284076,94.0256724992882,94.52581024169922,2511130,0.0,0.0
2018-04-19,94.25650469081368,97.29579371841116,93.91025865438232,96.37246704101562,3369482,0.0,0.0
2018-04-20,96.1801017202982,96.1801017202982,93.94872218631376,94.64122009277344,2890194,0.0,0.0
2018-04-23,94.98746445019876,96.48787753302491,93.91025202605783,95.79537963867188,2843083,0.0,0.0
2018-04-24,95.10289686335918,96.18011532911898,93.1792945567768,95.37220001220705,2220735,0.0,0.0
2018-04-25,96.4494102425524,96.5263531541722,95.02594583129884,96.18010711669922,3528459,0.0,0.0
2018-04-26,96.18010869923552,96.9495495688294,94.37192382976347,94.91053009033205,5537788,0.0,0.0
2018-04-27,95.02595394516956,96.02622949273974,94.94901102697992,95.37220001220705,908351,0.0,0.0
2018-04-30,95.21830604553224,96.41094172192643,95.21830604553224,96.18010711669922,1052536,0.0,0.0
2018-05-02,96.1801004073918,96.7956553981461,94.91052190794076,95.29524230957033,1855676,0.0,0.0
2018-05-03,95.1028919672224,95.41066949450408,93.4870672869536,94.06414794921876,1590475,0.0,0.0
2018-05-04,93.48706121728826,93.8717816338203,92.64067747499128,92.79456329345705,1423661,0.0,0.0
2018-05-07,92.40985098647882,94.06415009681548,92.40985098647882,93.1408233642578,1432668,0.0,0.0
2018-05-08,93.21775925030764,94.10261739332606,91.5634602647285,92.0251235961914,2434056,0.0,0.0
2018-05-09,91.94818942442777,93.10235079795616,91.64041188407988,91.98666381835938,1679541,0.0,0.0
2018-05-10,91.71734255692692,92.48678336988895,89.10124848915004,89.44749450683594,3890803,0.0,0.0
2018-05-11,89.25513504653503,90.56318209131136,88.87041463685169,89.17819213867188,2605321,0.0,0.0
2018-05-14,89.25514435837525,90.2169454829267,87.71626255909293,88.33181762695312,1798206,0.0,0.0
2018-05-15,88.60112046689875,90.56319123210037,87.9470968784982,88.52417755126953,1601419,0.0,0.0
2018-05-16,88.21639895598798,89.9476409534525,87.7547355974044,88.98583984375,1289285,0.0,0.0
2018-05-17,89.0627836579301,89.75528163798332,87.90862231463079,88.40876007080078,935254,0.0,0.0
2018-05-18,88.1009830089135,90.2938883988172,87.71626255909293,88.33181762695312,2757619,0.0,0.0
2018-05-21,88.10097664994906,89.37055521679481,86.25431745002504,87.25459289550781,2167863,0.0,0.0
2018-05-22,87.25459307504987,88.25486265222311,86.44667783893075,87.37001037597656,1442786,0.0,0.0
2018-05-23,87.33154340591456,88.48570477251255,86.21585643301714,86.83140563964844,1784548,0.0,0.0
2018-05-24,87.79320319208702,89.56291956339085,85.75418368698514,89.13972473144531,2829392,0.0,0.0
2018-05-25,89.1781982421221,90.33235955016414,88.25486567346768,89.71680450439453,1142885,0.0,0.0
2018-05-28,90.37083193526765,93.29470972212908,90.2938890188488,91.9097137451172,2490186,0.0,0.0
2018-05-29,94.6412308621146,94.71817377817275,91.60194165005576,92.40985107421876,4882861,0.0,0.0
2018-05-30,92.025123775977,93.41011964343926,91.5634604436122,92.14054107666016,1446540,0.0,0.0
2018-05-31,92.14053526975968,93.14081065215036,88.75499459516892,90.37081909179688,1684572,0.0,0.0
2018-06-01,90.02458303986543,91.33263018887864,88.1009808381589,88.83194732666016,1746467,0.0,0.0
2018-06-04,89.2936176243144,89.67833806927848,87.60084414425148,88.37028503417969,1317161,0.0,0.0
2018-06-05,88.13945823079227,88.21640114740623,86.2158559636023,86.9083480834961,1310126,0.0,0.0
2018-06-06,85.90807791199371,88.44722936724826,85.40794015144763,88.13945770263672,1572083,0.0,0.0
2018-06-07,88.40875795140417,89.90916531357719,88.2548662537659,89.33208465576172,1062654,0.0,0.0
2018-06-08,88.67805878161087,91.7173478190374,88.48569856733407,90.87096405029295,1650385,0.0,0.0
2018-06-11,90.79403238702548,92.02513673684362,88.52418392549727,89.29362487792969,2952653,0.0,0.0
2018-06-12,89.29361478989924,90.71707921700826,88.37028222907355,89.9861068725586,1705436,0.0,0.0
2018-06-13,89.87069803874992,90.48624722673868,88.67806231457158,88.98583984375,1215110,0.0,0.0
2018-06-14,88.67805452883502,89.98610157503956,88.37027702667878,88.87041473388672,908960,0.0,0.0
2018-06-15,88.52417868423026,89.02431057740507,86.56210202354919,86.9083480834961,2240975,0.0,0.0
2018-06-18,86.56210452944306,86.83140768057208,85.21558290342949,86.21585845947266,1890492,0.0,0.0
2018-06-19,85.83113454111218,86.5621010462443,82.44559341500765,83.09961700439453,3744209,0.0,0.0
2018-06-20,83.13809037856753,84.21530292653577,81.90698026025849,83.9844741821289,1894788,0.0,0.0
2018-06-21,84.52308307292645,84.60002599011088,82.33017764614486,82.5610122680664,1171968,0.0,0.0
2018-06-22,82.33017388685148,85.17710278525895,81.56073300940427,84.33071899414062,2336368,0.0,0.0
2018-06-25,84.52308118730186,84.52308118730186,82.98419939647117,83.29197692871094,1184771,0.0,0.0
2018-06-26,82.36863654965397,83.59974060418783,81.83002448991796,82.75335693359375,1983290,0.0,0.0
2018-06-27,82.25322068846502,82.98418708249464,81.09905951660733,81.48377990722656,3909539,0.0,0.0
2018-06-28,81.3298981390046,81.4453154443277,78.86768968716234,79.52171325683594,3535212,0.0,0.0
2018-06-29,79.63713251072791,83.44586258700676,79.63713251072791,83.17655944824219,2330032,0.0,0.0
2018-07-02,83.86905312199164,83.86905312199164,80.13726615256374,81.17601013183594,1560896,0.0,0.0
2018-07-03,80.79129757860353,81.40685267020693,80.13727396275519,80.56046295166016,872690,0.0,0.0
2018-07-04,81.32989706274172,81.32989706274172,79.36782637968558,79.9833755493164,1691146,0.0,0.0
2018-07-05,80.32962929812548,80.32962929812548,78.29060978565401,79.25241088867188,1877297,0.0,0.0
2018-07-06,79.40629577636719,80.21421104147892,78.52144346836708,79.40629577636719,1303828,0.0,0.0
2018-07-09,80.40657114016517,80.75281718448758,79.48324444172673,79.71407318115234,1106849,0.0,0.0
2018-07-10,80.44504418016606,80.94517604236829,79.09852267652155,80.36809539794922,1556832,0.0,0.0
2018-07-11,80.0603261633541,80.56045804062894,78.86769044746472,79.25241088867188,1142985,0.0,0.0
2018-07-12,80.02184557360142,80.13726287109841,78.48296392795525,78.71379852294922,1226330,0.0,0.0
2018-07-13,78.79075148735689,79.98338139272951,75.86687363930255,76.7517318725586,4063294,0.0,0.0
2018-07-16,76.71325450027568,76.71325450027568,73.28924488277116,73.98174285888672,1680071,0.0,0.0
2018-07-17,74.02020956044998,75.28978817370431,73.17382577506977,74.71270751953125,1754371,0.0,0.0
2018-07-18,75.40520070519177,75.55908652174921,72.36591180042548,73.21229553222656,1505363,0.0,0.0
