Date,Open,High,Low,Close,Volume,dividends,stock splits
2018-02-12,431.7766132348833,435.01885087957817,419.18777615152425,419.9927673339844,2975588,0.0,0.0
2018-02-14,420.28335675284967,429.2274589493148,416.0349082095288,419.3889465332031,2889532,0.0,0.0
2018-02-15,422.161654632732,424.688374606626,416.79519292129896,420.2386779785156,2281842,0.0,0.0
2018-02-16,422.6088900498298,434.2138697911981,416.3480176046472,419.0759582519531,5698140,0.0,0.0
2018-02-19,419.4113465479596,420.23869246747216,402.5293518320205,408.8349609375,2925546,0.0,0.0
2018-02-20,409.63991323181233,413.7542060289956,404.720656631867,405.8163146972656,2462802,0.0,0.0
2018-02-21,410.5342901182343,423.860996909213,407.8510594638668,421.6697082519531,5569512,0.0,0.0
2018-02-22,421.7144175416985,430.6585197164959,416.5939135875802,420.8200073242188,8186574,0.0,0.0
2018-02-23,424.352990405913,432.8498885092627,421.66975942590784,427.3492431640625,5675166,0.0,0.0
2018-02-26,427.48338648130857,431.59765176216416,421.73678429394994,423.0783996582031,2112112,0.0,0.0
2018-02-27,426.18649590616616,428.6908337573002,422.16164966990647,424.8001708984375,2879428,0.0,0.0
2018-02-28,427.0361999596125,428.5790358595149,418.49456539135895,420.5069885253906,5119548,0.0,0.0
2018-03-01,422.0722051394347,425.9405405136392,419.4784207897604,421.625,2772230,0.0,0.0
2018-03-05,421.6249435604557,422.4522893348011,410.44481657118166,416.83984375,3747704,0.0,0.0
2018-03-06,419.47845700401,426.18653467464986,414.3355974565195,417.1529846191406,2929756,0.0,0.0
2018-03-07,419.4783719055857,426.0970017388661,417.6001050797978,424.6435852050781,5695220,0.0,0.0
2018-03-08,426.18651079102045,431.1057674738129,422.8548269422637,425.1355895996094,4238350,0.0,0.0
2018-03-09,424.8448830014954,427.4610221524104,420.3728316014797,421.7144470214844,1464728,0.0,0.0
2018-03-12,424.84482601149057,436.47215809180506,424.3976209314785,432.7380065917969,4946236,0.0,0.0
2018-03-13,432.7379951383043,433.341711062249,422.8771015488453,427.9752502441406,2513508,0.0,0.0
