date,open,high,low,close,volume
2018-03-01,1203.913307428042,1216.6005131639513,1198.5280777796415,1200.44482421875,1927606
2018-03-05,1198.1629247770193,1198.1629247770193,1184.6999067242768,1187.2099609375,1302005
2018-03-06,1194.5118640977394,1203.8219496460338,1163.7523370890674,1171.41943359375,2381856
2018-03-07,1171.966935015848,1181.0031509575388,1150.0610109968602,1153.0731201171875,2156582
2018-03-08,1160.9228352162008,1177.2610274438375,1149.376564340789,1171.7845458984375,3588828
2018-03-09,1173.0622990914717,1182.9656923264322,1168.3160596667958,1177.89990234375,2508919
2018-03-12,1186.5709895610576,1197.5239525416212,1183.8327488159166,1195.744140625,2267260
2018-03-13,1196.9763378602852,1207.5184979759968,1181.1402010201173,1189.0810546875,1915199
2018-03-14,1189.309288845944,1198.4367584456827,1179.2690722862314,1189.5374755859375,1714051
2018-03-15,1191.043475102708,1195.3333410478608,1179.3602699892897,1182.0985107421875,1178352
2018-03-16,1186.479590409053,1190.1305776176846,1150.4260917238114,1158.549560546875,5152611
2018-03-19,1168.3160870644494,1179.269050380679,1155.4006955368682,1167.9053955078125,4452882
2018-03-20,1163.7524852892768,1186.5711614714194,1163.7524852892768,1180.6383056640625,2831066
2018-03-21,1182.0072071223765,1198.9842767709313,1182.0072071223765,1195.1051025390625,2835466
2018-03-22,1200.079693268902,1206.1038006484337,1176.5307781988308,1183.148193359375,1834024
2018-03-23,1167.0381981333928,1171.3281755402388,1151.430247971504,1157.2718505859375,2280525
2018-03-26,1157.3629749477363,1186.6621257678391,1157.3629749477363,1184.19775390625,1697069
2018-03-27,1192.9602248995234,1199.3494533419846,1187.483743377414,1193.4622802734375,2003736
2018-03-28,1187.5750547003304,1209.389729462804,1179.6342006670525,1196.52001953125,3989865
2018-04-02,1198.4365388772874,1222.6243288850926,1197.569473991892,1219.384033203125,1302024
2018-04-03,1216.4634143471335,1222.1680823941565,1203.046079668255,1214.3184814453125,1123582
2018-04-04,1214.866091087629,1216.4177162080014,1177.6259740057292,1183.056884765625,1285513
2018-04-05,1199.349455286054,1218.562822558319,1196.611214520561,1212.858154296875,1758313
2018-04-06,1191.3171142589624,1207.5640523503646,1191.3171142589624,1201.6768798828125,1492796
2018-04-09,1203.0004045722085,1216.6916079626355,1202.8634702544443,1212.03662109375,1118116
2018-04-10,1212.1278859898207,1237.182743884767,1212.1278859898207,1232.1170654296875,2177789
2018-04-11,1239.8754261197962,1240.7881730307472,1223.0808606744365,1234.7183837890625,1536552
2018-04-12,1237.958730925828,1242.6137180797214,1228.1467012286005,1239.00830078125,1695410
2018-04-13,1243.1612945426907,1245.3062275027185,1223.6284883357662,1236.6351318359375,1320241
2018-04-16,1230.2915612076586,1252.28873907816,1228.6942541425078,1248.72900390625,1304778
2018-04-17,1250.9197055174468,1257.674055288232,1236.9546324970304,1240.9251708984375,1058589
2018-04-18,1244.1652425771313,1251.7866566967562,1233.1210276774984,1241.427001953125,1459202
2018-04-19,1245.9906135746717,1266.9837896238594,1242.9786160365768,1264.154296875,2229317
2018-04-20,1264.1544463710677,1264.1544463710677,1240.4230271612137,1245.9451904296875,1091415
2018-04-23,1250.463284660788,1257.7652600456686,1237.2284542756922,1241.3358154296875,1364935
2018-04-24,1237.410837761463,1261.5986288522083,1234.0337190448113,1257.76513671875,1002866
2018-04-25,1255.8486211712482,1256.6244338383665,1238.5519986477984,1243.98291015625,1536003
2018-04-26,1246.3560245760748,1247.0405848239195,1214.0447585939387,1229.6527099609375,4513014
2018-04-27,1235.402995854881,1262.329030858737,1235.402995854881,1257.537109375,1746280
2018-04-30,1260.7772978646144,1282.4093541461948,1260.7772978646144,1278.6671142578125,1309980
2018-05-02,1296.1007115947004,1299.5235127696862,1268.80955460895,1280.720947265625,3975516
2018-05-03,1283.0483420397447,1283.8242660820797,1254.661934200897,1257.537109375,1278892
2018-05-04,1259.5905725719497,1265.7516134160514,1243.1611303210111,1249.2764892578125,1274703
2018-05-07,1254.1142449457232,1272.2779306025234,1247.086138359089,1267.9423828125,1250082
2018-05-08,1269.904767237192,1271.456392351453,1237.8216924112266,1245.8082275390625,1604486
2018-05-09,1243.343727148867,1261.9637853621182,1242.4766622002649,1255.6202392578125,1270004
2018-05-10,1259.682065039698,1264.3370522807625,1236.909072813911,1243.3438720703125,1262157
2018-05-11,1248.181406872205,1268.2618390120135,1245.2606613104983,1266.3450927734375,1033691
2018-05-14,1261.0054834748728,1276.9328717969738,1256.852440646485,1261.18798828125,1265158
2018-05-15,1260.5033537802449,1280.583783746331,1249.459139582755,1254.296630859375,1824434
2018-05-16,1245.8082620457817,1254.159918437504,1240.1491644325906,1243.480712890625,1491335
2018-05-17,1248.6376821196943,1255.0269100252776,1232.208238933909,1237.6390380859375,1833028
2018-05-18,1232.2083697612672,1241.883465047384,1197.523986019839,1200.7642822265625,2070654
2018-05-21,1196.6112363805505,1220.2057224570538,1196.6112363805505,1198.6649169921875,2047129
2018-05-22,1202.9089662931458,1223.902141581266,1201.26597757245,1204.962646484375,1375132
2018-05-23,1202.0874423238713,1232.2080843866563,1200.2619488655207,1211.1236572265625,1851368
2018-05-24,1219.429727807982,1229.9263160338742,1210.6673807902253,1221.3009033203125,1482329
2018-05-25,1223.948065207141,1230.017855140807,1215.550837236794,1224.906494140625,1696915
2018-05-28,1228.5572451209564,1264.108689927282,1226.8230038432423,1256.350341796875,2127978
2018-05-29,1272.095020912678,1300.6183550565129,1255.391823289613,1260.1380615234375,6814062
2018-05-30,1259.590816637102,1259.590816637102,1238.7345706889653,1246.492919921875,2286366
2018-05-31,1251.3303130820775,1257.263167908821,1237.6847915482876,1250.828369140625,2930988
2018-06-01,1255.757292563555,1274.1947363004672,1243.7089660277557,1252.6539306640625,2234018
2018-06-04,1255.8941104546109,1264.1545148485995,1235.859359642602,1239.3734130859375,1346919
2018-06-05,1242.9786920789927,1242.9786920789927,1210.8499364387576,1217.3760986328125,1905926
2018-06-06,1214.8662016145404,1236.7721286158544,1214.8662016145404,1232.71044921875,1581905
2018-06-07,1241.7007340416378,1246.8120936938612,1231.249716624332,1236.9088134765625,2272271
2018-06-08,1231.3411330394708,1236.7719320108436,1214.9572608893038,1226.68603515625,2483519
2018-06-11,1225.8189324443397,1236.7718938660314,1220.3424517334938,1226.047119140625,1417401
2018-06-12,1230.3828031663595,1249.048432430059,1227.2794414679854,1247.1773681640625,1853562
2018-06-13,1247.5424811765045,1248.865919585873,1234.9465296544388,1240.19482421875,1253808
2018-06-14,1235.8594308087654,1240.8338573620954,1223.0809728831207,1225.8192138671875,1325652
2018-06-15,1223.9934052292797,1225.818898749383,1207.7921502383624,1213.8619384765625,2660969
2018-06-18,1215.094361522056,1220.7077774760469,1205.7843873198058,1207.7467041015625,951701
2018-06-19,1203.7762656189288,1211.6715488425166,1193.0059187030215,1196.0635986328125,1607343
2018-06-20,1196.656789574861,1204.0955871880703,1186.570892421561,1192.73193359375,2207289
2018-06-21,1195.698428985991,1201.1749103401255,1173.792503569454,1177.260986328125,2161971
2018-06-22,1176.256931414802,1191.1347510337498,1171.5106919171017,1186.43408203125,3364048
2018-06-25,1187.483713289988,1189.9937672573574,1153.940264816962,1157.5,1622133
2018-06-26,1158.093319296797,1171.5106542518683,1151.065101266612,1159.2342529296875,2003243
2018-06-27,1161.9266567102577,1163.7521502793234,1121.7657981908144,1125.1885986328125,2332129
2018-06-28,1120.8531093606518,1131.806071341375,1100.7726790626598,1127.1966552734375,4677061
2018-06-29,1128.1094437929046,1166.4448121420662,1125.4625670185176,1163.843505859375,2324572
2018-07-02,1166.399364613565,1166.444935110065,1134.453220954797,1146.364501953125,3832519
2018-07-03,1149.3766456082778,1153.712193804934,1137.3284299242416,1142.3028564453125,2096700
2018-07-04,1142.6677607430522,1151.3388554913247,1134.7267965956923,1149.6046142578125,1842579
2018-07-05,1154.6248861718254,1154.6248861718254,1136.9175731435112,1144.995361328125,2006459
2018-07-06,1141.8463297450337,1166.71868185179,1136.2785961444445,1155.8114013671875,2064484
2018-07-09,1160.8314658073443,1178.766851925378,1152.981753914669,1175.617919921875,2021357
2018-07-10,1181.505306147816,1184.7456025561216,1161.6987408731154,1172.5147705078125,1923397
2018-07-11,1171.5562647048996,1173.7467680109976,1160.6488729881924,1163.5240478515625,1326221
2018-07-12,1168.4072747173666,1190.6783211765485,1163.7522878498269,1186.3427734375,2777124
2018-07-13,1192.96019674906,1203.9131595348204,1174.9334454974962,1185.110595703125,2360493
2018-07-16,1186.5710761567116,1187.6207574694813,1166.3993901459094,1171.1456298828125,1593400
2018-07-17,1172.9253598602993,1178.3561589375704,1158.0932238550822,1174.5682373046875,1598278
2018-07-18,1182.0070677306712,1193.8727757465003,1171.0541064852905,1179.40576171875,1855985
2018-07-19,1181.3684104157835,1183.5133434434754,1143.6719171811956,1148.326904296875,1468552
2018-07-20,1147.7791598725703,1176.530685547311,1145.9993480889943,1159.5079345703125,1937969
2018-07-23,1159.6448785581017,1171.054214238524,1152.069035098584,1167.5401611328125,1229445
2018-07-24,1172.8796801610297,1212.1277939718657,1169.228692829789,1208.476806640625,4071039
2018-07-25,1215.2768733929283,1219.3842346388053,1199.0300446497088,1205.46484375,2254936
2018-07-26,1215.5964287737982,1229.378885391808,1180.4099893936836,1192.0018310546875,7489743
2018-07-27,1199.0755310648697,1204.369507533836,1187.0273168228523,1197.0218505859375,1785314
2018-07-30,1197.980167896982,1201.6311550753348,1178.5386166045394,1182.3265380859375,3090391
