date,open,high,low,close,volume
2018-02-12,211.3381705784945,213.5770833759113,209.8700349564895,212.10894775390625,3361144
2018-02-14,212.879733882282,217.8346918149368,212.54939439264925,215.41226196289065,4031561
2018-02-15,216.99049670129105,216.99049670129105,213.21004457450837,214.7148895263672,2207532
2018-02-16,215.04521099436,217.21070498236284,212.91641143475283,213.61378479003903,4104522
2018-02-19,215.08193039671892,215.08193039671892,211.9988366005577,212.843017578125,2210435
2018-02-20,212.8797299373188,215.26545037920104,212.2190659049448,213.94412231445312,4580312
2018-02-21,215.81600275658667,216.4399574280424,213.2834597705865,214.4946746826172,6874135
2018-02-22,215.00852917646245,215.99953275911025,213.65050658960143,214.82501220703125,6419250
2018-02-23,216.91708270793777,217.24740722591056,214.56805691634796,216.550048828125,4889884
2018-02-26,216.40324074995505,217.06390476461507,213.17333940523216,214.05422973632807,6709467
2018-02-27,214.67819393199272,216.07292581725648,213.7238997645364,214.1643524169922,5233517
2018-02-28,215.0819268921028,215.66917217610185,212.14565566816404,214.9351043701172,6862287
2018-03-01,214.93510090382253,215.88939501007167,213.76059542011805,214.7148895263672,5447711
2018-03-05,215.52237012510315,215.63248328575895,212.7329064168465,213.57708740234372,4998325
2018-03-06,213.7973056063017,214.31114709032212,210.0535478940332,210.64080810546875,6302115
2018-03-07,211.74191584235737,213.50368159228333,208.6955314110799,209.46630859375,2434170
2018-03-08,210.2737859694168,211.22806519807125,207.85135613004704,209.356201171875,2693676
2018-03-09,209.20936912711971,211.3381687475132,208.54872005065943,209.2460784912109,1340727
2018-03-12,210.1636835654565,214.34787941723303,210.0168759641938,213.39358520507807,2329131
2018-03-13,214.71488864195956,219.7799444529877,214.71488864195956,217.7245635986328,4273121
2018-03-14,216.5500678253764,217.72457335688355,215.0819321773304,215.7058868408203,2773668
2018-03-15,216.8803943431876,221.68854460809067,214.3478663011537,215.37554931640625,6590570
2018-03-16,216.550080812831,218.12831478141555,213.650503773251,217.1006317138672,6445545
2018-03-19,215.48565284795,217.6511618125094,210.3838876264845,211.8887176513672,1981635
2018-03-20,210.60409110385345,216.69685957160476,208.95243862056927,215.52235412597656,4032277
2018-03-21,216.1830154631494,217.504328472834,213.76058587675732,216.7335662841797,4191414
2018-03-22,215.66918816686052,216.5500785601443,210.7876339081908,211.74192810058597,2518420
2018-03-23,208.51201590639937,211.11796265197663,207.77794808338015,208.95245361328125,4385853
2018-03-26,208.91577501612164,209.649842894774,199.92344350263053,201.1346435546875,9372121
2018-03-27,204.76826078888988,206.12628319358868,200.5840654863281,201.17132568359372,7119807
2018-03-28,201.13462148512463,208.1082655671364,200.4005536870181,206.3832092285156,6926560
2018-04-02,208.10826748861848,213.46696843813237,204.65815477952177,212.62278747558597,3271909
2018-04-03,210.89775025386635,210.9344596213,207.7779618000785,208.40191650390625,2150304
2018-04-04,209.2093498522632,210.3104514577807,205.53901116720488,206.71353149414065,2179020
2018-04-05,207.7412327685164,210.45729259668636,207.7412327685164,210.126953125,1406814
2018-04-06,209.94344398085696,209.94344398085696,207.9614668156335,208.4386138916016,901137
2018-04-09,208.98915774651556,209.98014629585367,207.92475046899497,209.2460784912109,1493212
2018-04-10,205.9794964661231,211.70521676325532,203.887391135702,209.9434509277344,5836911
2018-04-11,211.41158271168663,212.2924580835489,208.36519840413783,209.7232208251953,1734232
2018-04-12,210.1636548210635,213.24674843774315,209.28277946466767,210.56739807128903,2994943
2018-04-13,212.51269819592764,216.5133619270509,210.56741544418992,215.9261016845703,4245718
2018-04-16,212.14564064197705,215.8159794119319,211.0078296494324,212.8062896728516,3128073
2018-04-17,211.4850028756917,211.99884439328252,207.9614712461734,209.0258636474609,2927023
2018-04-18,211.5584161250157,215.6691932533446,210.31049177209408,214.82501220703125,3533337
2018-04-19,215.08193542183423,215.66918072912236,212.62279622654268,214.67819213867188,1276126
2018-04-20,216.40323536987333,220.220396840427,215.74257137163835,218.78895568847656,4468674
2018-04-23,220.0735914782646,220.95448185613367,215.6691843928652,218.27513122558597,5330245
2018-04-24,216.1096072190413,217.02719196525464,210.0535478940332,210.64080810546875,4721712
2018-04-25,211.33817905415967,215.6691822996979,207.8513568120597,210.78762817382807,8597555
2018-04-26,201.86870180092413,207.74124454992716,201.13463395729875,206.5300445556641,12775064
2018-04-27,202.89639232038016,205.02519197567287,201.3915622569812,202.7128753662109,3259713
2018-04-30,202.71287140303195,207.264100738238,202.67617697370423,204.62144470214844,2824384
